step,v1,v2,v3,v4,v5,v6,T1,T2,T3,T4,T5,T6,Tout
0,0.8231823028226639,-0.8446445518062762,-0.2170258100804865,-0.9943744892465294,0.36280155237465883,0.7996527072674502,23.13136545232409,22.041985736355354,23.278793471280903,23.936425563836593,25.956638413929767,19.87775511963939,21.9800000000002
1,0.8231823028226639,-0.8446445518062762,-0.2170258100804865,-0.9943744892465294,0.36280155237465883,0.7996527072674502,23.757592549347667,21.310501860372238,22.978347097900077,23.0721714164136,26.413164535901526,20.034104342488508,21.943333333333566
2,0.8231823028226639,-0.8446445518062762,-0.2170258100804865,-0.9943744892465294,0.36280155237465883,0.7996527072674502,24.592581454686478,20.206515363269855,22.456515885453086,21.754328884196124,27.08011932930965,20.29263435945561,21.8699999999998
4,0.8231823028226639,-0.8446445518062762,-0.2170258100804865,-0.9943744892465294,0.36280155237465883,0.7996527072674502,24.860062456518392,19.79132053812177,22.23177189600987,21.252852818678917,27.318498997228925,20.400520648671833,21.833333333333165
5,0.8231823028226639,-0.8446445518062762,-0.2170258100804865,-0.9943744892465294,0.36280155237465883,0.7996527072674502,25.056292292692483,19.445440202602313,22.02860342199586,20.83181912486934,27.508026443923928,20.496622637545897,21.796666666666532
6,0.8231823028226639,-0.8446445518062762,-0.2170258100804865,-0.9943744892465294,0.36280155237465883,0.7996527072674502,25.195315425796668,19.152216526132765,21.84213252355383,20.473621699593643,27.656231670948603,20.655294809269908,21.723333333333265
7,0.8231823028226639,-0.8446445518062762,-0.2170258100804865,-0.9943744892465294,0.36280155237465883,0.7996527072674502,25.293328001447776,18.707783183865512,21.52886712776545,19.92125246302594,27.861754750619227,20.725317987112355,21.686666666666632
9,0.8231823028226639,-0.8446445518062762,-0.2170258100804865,-0.9943744892465294,0.36280155237465883,0.7996527072674502,25.419361398887155,18.38432337334894,21.27017202785113,19.515706459787552,27.97708228590452,20.837540360142516,21.613333333333365
11,0.8231823028226639,-0.8446445518062762,-0.2170258100804865,-0.9943744892465294,0.36280155237465883,0.7996527072674502,25.425310640556418,18.25716039508278,21.159238268418488,19.35482992145749,28.01081697120714,20.884315011220544,21.576666666666732
12,0.8231823028226639,-0.8446445518062762,-0.2170258100804865,-0.9943744892465294,0.36280155237465883,0.7996527072674502,25.41761545376806,18.14002521624988,21.053275179943586,19.208897981721133,28.041211829101645,20.95110888874267,21.503333333333465
14,0.8231823028226639,-0.8446445518062762,-0.2170258100804865,-0.9943744892465294,0.36280155237465883,0.7996527072674502,25.35720044524859,17.876883319233485,20.79375155256368,18.877358296991513,28.040389987997223,21.005022280723185,21.4300000000002
16,0.8231823028226639,-0.8446445518062762,-0.2170258100804865,-0.9943744892465294,0.36280155237465883,0.7996527072674502,25.32966320014207,17.80840986323611,20.721538952301785,18.791223750549424,28.03158891310744,21.025414033805152,21.393333333333565
