step,v1,v2,v3,v4,v5,v6,T1,T2,T3,T4,T5,T6,Tout
0,0.05397991339219499,-0.7748642937088177,0.9445873767564088,-0.37408626798589983,-0.5953363418227933,-0.6453209820438093,23.64174393203459,22.510047026232616,23.762969349821162,24.45307004579853,26.4935450388002,20.05533962687144,22.52999999999995
1,0.05397991339219499,-0.7748642937088177,0.9445873767564088,-0.37408626798589983,-0.5953363418227933,-0.6453209820438093,23.65543013815478,21.820065527584457,24.975132212925278,24.113398730669417,25.685446690563662,19.90698879148132,22.52999999999995
2,0.05397991339219499,-0.7748642937088177,0.9445873767564088,-0.37408626798589983,-0.5953363418227933,-0.6453209820438093,23.513838847884536,20.264345525579635,27.499627964561345,23.332493894377343,23.757552838012057,19.48396917657466,22.475
5,0.05397991339219499,-0.7748642937088177,0.9445873767564088,-0.37408626798589983,-0.5953363418227933,-0.6453209820438093,23.431064485221192,19.874971682616287,28.06182974504786,22.945425338658563,22.791224170342332,19.228169712542947,22.438333333333368
6,0.05397991339219499,-0.7748642937088177,0.9445873767564088,-0.37408626798589983,-0.5953363418227933,-0.6453209820438093,23.337931656085512,19.532572242006374,28.519588357074934,22.776666426782906,22.379527030932444,19.105325735615406,22.420000000000048
8,0.05397991339219499,-0.7748642937088177,0.9445873767564088,-0.37408626798589983,-0.5953363418227933,-0.6453209820438093,23.128808477107434,18.953778300301003,29.417559931469096,22.4711068592359,21.66651458582193,18.864206461323654,22.365000000000098
10,0.05397991339219499,-0.7748642937088177,0.9445873767564088,-0.37408626798589983,-0.5953363418227933,-0.6453209820438093,22.791004647366805,18.280475380254487,29.73617231863075,22.199879408554768,21.07518688102451,18.635918191240318,22.34666666666678
12,0.05397991339219499,-0.7748642937088177,0.9445873767564088,-0.37408626798589983,-0.5953363418227933,-0.6453209820438093,22.678392288484744,18.096207898107124,29.836968580938052,22.075073166310563,20.817640764844167,18.528539620653888,22.328333333333465
13,0.05397991339219499,-0.7748642937088177,0.9445873767564088,-0.37408626798589983,-0.5953363418227933,-0.6453209820438093,22.566837888432666,17.926891415050655,29.907535668140703,21.95570038071668,20.581011332423916,18.424532574202416,22.291666666666583
14,0.05397991339219499,-0.7748642937088177,0.9445873767564088,-0.37408626798589983,-0.5953363418227933,-0.6453209820438093,22.456517458112252,17.769967204274963,29.95294902114985,21.840755904976223,20.36245970947022,18.32327646084618,22.291666666666583
15,0.32777688470519517,-0.1806245623362719,0.4785131781412659,0.5485189336935299,-0.06585725313765511,0.29158410376346056,22.34985195966618,17.627377685781536,29.977772244342056,21.731939630825035,20.162603185693676,18.33338310840336,22.25499999999995
16,0.32777688470519517,-0.1806245623362719,0.4785131781412659,0.5485189336935299,-0.06585725313765511,0.29158410376346056,22.493067587026317,18.022290386248454,29.398971492507243,22.44583909244314,20.69629138047336,18.43762530024104,22.236666666666633
17,0.32777688470519517,-0.1806245623362719,0.4785131781412659,0.5485189336935299,-0.06585725313765511,0.29158410376346056,22.652373057372266,18.369758720081627,28.582199840733352,23.623920981936738,21.6438872385468,18.54719682357642,22.218333333333316
18,0.32777688470519517,-0.1806245623362719,0.4785131781412659,0.5485189336935299,-0.06585725313765511,0.29158410376346056,22.825823277636264,18.684577425449802,28.582199840733352,24.108765070085575,22.058319887981686,18.64550256601202,22.2
19,0.32777688470519517,-0.1806245623362719,0.4785131781412659,0.5485189336935299,-0.06585725313765511,0.29158410376346056,22.999800495742516,18.95701961669101,28.305481137084794,24.108765070085575,22.058319887981686,18.64550256601202,22.2
20,0.32777688470519517,-0.1806245623362719,0.4785131781412659,0.5485189336935299,-0.06585725313765511,0.29158410376346056,23.18182928489547,19.212086019879056,28.097663438405316,24.54421365056065,22.446912857802012,18.752300359353146,22.181666666666683
21,0.32777688470519517,-0.1806245623362719,0.4785131781412659,0.5485189336935299,-0.06585725313765511,0.29158410376346056,23.366508985840312,19.448191606590147,27.94707233024275,24.93562216007938,22.808867832360548,18.86172204601872,22.163333333333366
22,0.32777688470519517,-0.1806245623362719,0.4785131781412659,0.5485189336935299,-0.06585725313765511,0.29158410376346056,23.547554494637332,19.66106964521497,27.84257249670309,25.28629326751431,23.141882244372155,18.965372584792664,22.14500000000005
23,0.32777688470519517,-0.1806245623362719,0.4785131781412659,0.5485189336935299,-0.06585725313765511,0.29158410376346056,23.73200813037506,19.86837305076201,27.77854295305571,25.60790375340079,23.45759394409941,19.079178062511087,22.126666666666733
24,0.32777688470519517,-0.1806245623362719,0.4785131781412659,0.5485189336935299,-0.06585725313765511,0.29158410376346056,23.90921277142339,20.055157130953404,27.745068451458025,25.898271005429446,23.747769166361675,19.18434245731458,22.108333333333416
25,0.32777688470519517,-0.1806245623362719,0.4785131781412659,0.5485189336935299,-0.06585725313765511,0.29158410376346056,24.0819331606469,20.229741340840175,27.737270304029373,26.40870526323776,24.272428971958227,19.393044796267578,22.071666666666783
26,0.32777688470519517,-0.1806245623362719,0.4785131781412659,0.5485189336935299,-0.06585725313765511,0.29158410376346056,24.251667699408113,20.39718445506629,27.75108902042038,26.40870526323776,24.272428971958227,19.494871607915528,22.053333333333466
27,0.32777688470519517,-0.1806245623362719,0.4785131781412659,0.5485189336935299,-0.06585725313765511,0.29158410376346056,24.5739046875942,20.702020970517715,27.825639391404213,26.843587527129692,24.731934770980207,19.59463104846651,22.0349999999999
28,0.32777688470519517,-0.1806245623362719,0.4785131781412659,0.5485189336935299,-0.06585725313765511,0.29158410376346056,24.72993883485808,20.84827212061861,27.881715839296465,27.039951531903842,24.943581742465557,19.69873759466934,22.016666666666584
29,0.32777688470519517,-0.1806245623362719,0.4785131781412659,0.5485189336935299,-0.06585725313765511,0.29158410376346056,24.881284178807885,20.98866874156889,27.946777050891903,27.223930799132496,25.143525486397163,19.80194156720877,21.998333333333267
30,-0.9523474264945626,-0.1861924319001116,0.4448943808214507,0.7392526952117005,-0.8944519242249347,0.43684259060448505,23.999730086357964,21.09361427021801,28.001396360486094,27.373572951267665,25.31249004931843,19.89447478221085,21.97999999999995
32,-0.9523474264945626,-0.1861924319001116,0.4448943808214507,0.7392526952117005,-0.8944519242249347,0.43684259060448505,23.26877051528097,21.149016065469777,27.989334862320714,27.63326091442277,23.521000647451114,20.094191431506072,21.943333333333317
34,-0.9523474264945626,-0.1861924319001116,0.4448943808214507,0.7392526952117005,-0.8944519242249347,0.43684259060448505,22.12622005019725,21.130889610632146,27.932327809628926,28.010768520932732,22.159259489066198,20.233317564187,21.906666666666684
35,-0.9523474264945626,-0.1861924319001116,0.4448943808214507,0.7392526952117005,-0.8944519242249347,0.43684259060448505,21.29906501288021,21.02048501338471,27.845540197271305,28.049041578877954,21.608451191078007,20.293965599086462,21.888333333333367
37,-0.9523474264945626,-0.1861924319001116,0.4448943808214507,0.7392526952117005,-0.8944519242249347,0.43684259060448505,20.96708831916293,20.94291633366229,27.793994908829596,28.05784836575861,21.120953128509232,20.339654320936784,21.851666666666734
38,-0.9523474264945626,-0.1861924319001116,0.4448943808214507,0.7392526952117005,-0.8944519242249347,0.43684259060448505,20.675564624295767,20.760722260198147,27.67860877969145,28.013107529612167,20.304887464495515,20.399410725368345,21.833333333333417
39,-0.9523474264945626,-0.1861924319001116,0.4448943808214507,0.7392526952117005,-0.8944519242249347,0.43684259060448505,20.196277600523867,20.670005190641305,27.618297621395097,27.970619204261542,19.969989876292047,20.42427621955993,21.8150000000001
40,-0.9523474264945626,-0.1861924319001116,0.4448943808214507,0.7392526952117005,-0.8944519242249347,0.43684259060448505,20.196277600523867,20.670005190641305,27.618297621395097,27.970619204261542,19.664708675135078,20.4359918210881,21.796666666666784
41,-0.9523474264945626,-0.1861924319001116,0.4448943808214507,0.7392526952117005,-0.8944519242249347,0.43684259060448505,19.99223413998784,20.571744286526762,27.55509600798076,27.917650447092797,19.398022459204263,20.44844527160269,21.778333333333467
42,-0.9523474264945626,-0.1861924319001116,0.4448943808214507,0.7392526952117005,-0.8944519242249347,0.43684259060448505,19.650615242617967,20.384331361553027,27.427754701975758,27.79489164591901,19.152921116362243,20.45066088101239,21.7599999999999
43,-0.9523474264945626,-0.1861924319001116,0.4448943808214507,0.7392526952117005,-0.8944519242249347,0.43684259060448505,19.650615242617967,20.384331361553027,27.364044007888644,27.728375701268526,18.93627939516964,20.45242332955766,21.741666666666582
44,-0.9523474264945626,-0.1861924319001116,0.4448943808214507,0.7392526952117005,-0.8944519242249347,0.43684259060448505,19.50496195488528,20.29459361770142,27.364044007888644,27.65887412272712,18.73313127701217,20.4442607573078,21.723333333333265
45,0.7837139020611983,-0.5971090524430573,0.9551358176270901,0.3843356994210656,-0.8015057287058323,0.966183375268671,20.627999629441018,19.784543674551454,27.922479141962885,27.623702944585624,18.569761306689525,20.43956401134634,21.70499999999995
47,0.7837139020611983,-0.5971090524430573,0.9551358176270901,0.3843356994210656,-0.8015057287058323,0.966183375268671,21.682573124849633,19.482085435161473,28.47844687005913,27.339093318037847,18.582128173358914,20.665220799463963,21.668333333333315
48,0.7837139020611983,-0.5971090524430573,0.9551358176270901,0.3843356994210656,-0.8015057287058323,0.966183375268671,22.559574312847907,19.26616943981321,28.973064770819295,27.145587465272406,18.612387360980264,20.665220799463963,21.65
49,0.7837139020611983,-0.5971090524430573,0.9551358176270901,0.3843356994210656,-0.8015057287058323,0.966183375268671,23.295069152151193,19.121323042590355,29.811327886597674,26.960550691683096,18.734993495672995,20.889695328313366,21.631666666666682
50,0.7837139020611983,-0.5971090524430573,0.9551358176270901,0.3843356994210656,-0.8015057287058323,0.966183375268671,24.45237589635497,19.004953630858303,30.16824819946937,26.954951240648896,18.910507227886296,21.11114540515751,21.595000000000052
53,0.7837139020611983,-0.5971090524430573,0.9551358176270901,0.3843356994210656,-0.8015057287058323,0.966183375268671,25.299349661941598,19.022816539278466,30.78327674320982,26.994721292587478,19.007876745063214,21.217281864958064,21.576666666666735
54,0.7837139020611983,-0.5971090524430573,0.9551358176270901,0.3843356994210656,-0.8015057287058323,0.966183375268671,25.6413705277013,19.066810900219856,31.049422945354014,27.05479174629813,19.113757789663914,21.323642255807982,21.540000000000102
55,0.7837139020611983,-0.5971090524430573,0.9551358176270901,0.3843356994210656,-0.8015057287058323,0.966183375268671,26.206898234409458,19.19479039372443,31.51588488655017,27.214823837630284,19.334228651663786,21.5286010084447,21.521666666666786
56,0.7837139020611983,-0.5971090524430573,0.9551358176270901,0.3843356994210656,-0.8015057287058323,0.966183375268671,26.44516988377314,19.27672065068415,31.721124646082718,27.30870420516867,19.451404504200113,21.630727947279876,21.50333333333347
57,0.7837139020611983,-0.5971090524430573,0.9551358176270901,0.3843356994210656,-0.8015057287058323,0.966183375268671,26.66153995721865,19.369624170073248,31.910815801900693,27.409146601144656,19.574490718429637,21.73456119288257,21.4849999999999
59,0.7837139020611983,-0.5971090524430573,0.9551358176270901,0.3843356994210656,-0.8015057287058323,0.966183375268671,26.85623073163995,19.458835809305942,32.08749627507078,27.51146099070214,19.69026116312966,21.8306979620047,21.466666666666583
60,0.7868679652591957,-0.5137628028332204,-0.6451398126741998,0.2587587979616728,0.6254314333372877,-0.09876098357250163,27.017286344046063,19.606221677768318,30.14983250811474,27.595631917695158,19.80022295166373,21.919711520092573,21.448333333333267
61,0.7868679652591957,-0.5137628028332204,-0.6451398126741998,0.2587587979616728,0.6254314333372877,-0.09876098357250163,27.141198202071113,19.719169911045878,28.50752392760658,27.548569920868538,21.75901904136445,21.77617453587279,21.42999999999995
62,0.7868679652591957,-0.5137628028332204,-0.6451398126741998,0.2587587979616728,0.6254314333372877,-0.09876098357250163,27.24874795790292,19.824585170174437,27.110408970595696,27.514168206149513,24.87161219504297,21.532135672408945,21.393333333333317
63,0.7868679652591957,-0.5137628028332204,-0.6451398126741998,0.2587587979616728,0.6254314333372877,-0.09876098357250163,27.42345765223,20.008021042817543,24.907711483218133,27.47266011326319,26.094921945796468,21.427008405040542,21.375
65,0.7868679652591957,-0.5137628028332204,-0.6451398126741998,0.2587587979616728,0.6254314333372877,-0.09876098357250163,27.493411756479524,20.0831996226869,24.042397358525065,27.46078522405492,27.136239978209417,21.329192651565613,21.356666666666683
66,0.7868679652591957,-0.5137628028332204,-0.6451398126741998,0.2587587979616728,0.6254314333372877,-0.09876098357250163,27.60529678776283,20.20606960894839,22.67030112646838,27.447432433442188,28.775236200589326,21.155477216966734,21.32000000000005
68,0.7868679652591957,-0.5137628028332204,-0.6451398126741998,0.2587587979616728,0.6254314333372877,-0.09876098357250163,27.65004742817212,20.25840948802279,22.130435929803713,27.444486686023584,29.415249738394557,21.080917328072616,21.301666666666733
69,0.7868679652591957,-0.5137628028332204,-0.6451398126741998,0.2587587979616728,0.6254314333372877,-0.09876098357250163,27.688524933328594,20.30485959663314,21.668975143052826,27.442965604761554,29.958511757682594,21.01319244200263,21.283333333333417
70,0.7868679652591957,-0.5137628028332204,-0.6451398126741998,0.2587587979616728,0.6254314333372877,-0.09876098357250163,27.720466834881233,20.340568669973415,21.270021155716183,27.44126059985873,30.809176129060933,20.887846055317322,21.246666666666783
71,0.7868679652591957,-0.5137628028332204,-0.6451398126741998,0.2587587979616728,0.6254314333372877,-0.09876098357250163,27.7708213094109,20.404845567646305,20.640514003929596,27.439687502749294,31.139117290197646,20.83628573639927,21.228333333333467
